,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X16_GET_req],2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,REST_X16,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,REST_X16,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5,[X16_X9_GET_req],5,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0
6,REST_X9,6,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0
7,REST_X9,7,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0
8,[X16_X9_GET_resp_2xx],8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
9,[X0_X16_GET_resp_2xx],9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,REST_X0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,[X0_X1_GET_req],11,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,REST_X1,12,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,REST_X1,13,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,[X1_X13_GET_req],14,19,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,REST_X13,15,19,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16,REST_X13,16,19,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
17,[X1_X13_GET_resp_2xx],17,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,[X0_X1_GET_resp_2xx],18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,REST_X0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,[X0_X1_GET_req],20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,REST_X1,21,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,REST_X1,22,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,[X1_X13_GET_req],23,19,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,REST_X13,24,19,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
25,REST_X13,25,19,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
26,[X1_X13_GET_resp_2xx],26,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,[X0_X1_GET_resp_2xx],27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,REST_X0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,[X0_X6_GET_req],29,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,REST_X6,30,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
31,REST_X6,31,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32,[X6_X2_GET_req],32,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
33,REST_X2,33,3,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
34,REST_X2,34,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
35,[X6_X2_GET_resp_2xx],35,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
36,[X0_X6_GET_resp_2xx],36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,REST_X0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,[X0_X6_GET_req],38,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,REST_X6,39,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
40,REST_X6,40,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
41,[X6_X2_GET_req],41,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
42,REST_X2,42,3,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
43,REST_X2,43,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
44,[X6_X2_GET_resp_2xx],44,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
45,[X0_X6_GET_resp_2xx],45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,REST_X0,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,[X0_X16_GET_req],47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,REST_X16,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
49,REST_X16,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
50,[X16_X9_GET_req],50,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0
51,REST_X9,51,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0
