,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0
2,[X0_X1_GET_req],2,3,1,0,0,0
3,REST_X1,3,3,2,0,0,0
4,REST_X1,4,3,5,0,0,0
5,[X1_X4_GET_req],5,3,6,0,0,1
6,REST_X4,6,3,6,0,0,2
7,REST_X4,7,3,6,0,0,11
8,[X4_X3_GET_req],8,3,6,0,1,12
9,REST_X3,9,3,6,0,2,12
10,REST_X3,10,3,6,0,3,12
11,[X4_X3_GET_resp_2xx],11,3,6,0,0,3
12,[X1_X4_GET_resp_2xx],12,3,3,0,0,0
13,[X0_X1_GET_resp_2xx],13,0,0,0,0,0
14,REST_X0,14,2,0,0,0,0
15,[X0_X1_GET_req],15,3,1,0,0,0
16,REST_X1,16,3,2,0,0,0
17,REST_X1,17,3,5,0,0,0
18,[X1_X4_GET_req],18,3,6,0,0,1
19,REST_X4,19,3,6,0,0,2
20,REST_X4,20,3,6,0,0,5
21,[X4_X2_GET_req],21,3,6,1,0,6
22,REST_X2,22,3,6,2,0,6
23,REST_X2,23,3,6,3,0,6
24,[X4_X2_GET_resp_2xx],24,3,6,0,0,3
25,[X1_X4_GET_resp_2xx],25,3,3,0,0,0
26,[X0_X1_GET_resp_2xx],26,0,0,0,0,0
27,REST_X0,27,2,0,0,0,0
28,[X0_X1_GET_req],28,3,1,0,0,0
29,REST_X1,29,3,2,0,0,0
30,REST_X1,30,3,5,0,0,0
31,[X1_X4_GET_req],31,3,6,0,0,1
32,REST_X4,32,3,6,0,0,2
33,REST_X4,33,3,6,0,0,11
34,[X4_X3_GET_req],34,3,6,0,1,12
35,REST_X3,35,3,6,0,2,12
36,REST_X3,36,3,6,0,3,12
37,[X4_X3_GET_resp_2xx],37,3,6,0,0,3
38,[X1_X4_GET_resp_2xx],38,3,3,0,0,0
39,[X0_X1_GET_resp_2xx],39,0,0,0,0,0
40,REST_X0,40,2,0,0,0,0
41,[X0_X1_GET_req],41,3,1,0,0,0
42,REST_X1,42,3,2,0,0,0
43,REST_X1,43,3,5,0,0,0
44,[X1_X4_GET_req],44,3,6,0,0,1
45,REST_X4,45,3,6,0,0,2
46,REST_X4,46,3,6,0,0,11
47,[X4_X3_GET_req],47,3,6,0,1,12
48,REST_X3,48,3,6,0,2,12
49,REST_X3,49,3,6,0,3,12
50,[X4_X3_GET_resp_2xx],50,3,6,0,0,3
51,[X1_X4_GET_resp_2xx],51,3,3,0,0,0
